TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  118.95  100.80   76.95  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
  161.44   34.74 -162.31   0.0003500
TEXTURE AT STRAIN =    0.1000
   1.234   1.335   0.576  <-- length of phase ellipsoid axes
  -58.62    2.01 -173.15  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
  150.62   38.74 -151.71   0.0003500
